date,group,title,link
2024.10.19,Kep1er,[MD포토] 케플러 '드림콘서트에서 만나요',https://mydaily.co.kr/page/view/2024101917264860490
2024.10.19,Kep1er,"[단독] 2명 떠난 케플러, 7인조 새출발…첫 완전체 예능은 '주간아이돌...",http://www.osen.co.kr/article/G1112440235
2024.10.19,FIFTY FIFTY,"피프티피프티, 11월 첫 美 투어…외신도 주목",https://sports.donga.com/article/all/20241019/130249870/1
2024.10.19,STAYC,"스테이씨 윤, 자체 콘텐츠 '호기심자윤' 시즌2로 돌아온다",https://www.news1.kr/entertain/music/5573360
2024.10.20,NewJeans,뉴진스 하니 패러디했다가 ‘SNL 예능’ 인종차별 뭇매,https://www.hani.co.kr/arti/society/society_general/1163389.html
2024.10.20,NewJeans,"뉴진스 하니, 국감 출석 용기낸건데…‘SNL’ 희화화 패러디 논란",https://www.mk.co.kr/article/11144682
2024.10.20,NewJeans,"SNL, '한강 작가·뉴진스 하니' 패러디 역풍… ""지나친 희화화""",https://www.moneys.co.kr/article/2024102015500352737
2024.10.20,LE SSERAFIM,"논란 제조기 ‘SNL’, 이번엔 뉴진스 하니·한강 패러디 희화화 논란",https://www.mk.co.kr/article/11144700
2024.10.20,aespa,"에스파, ‘위플래시’ MV 엿볼까",https://sports.khan.co.kr/article/202410201052003?pt=nv
2024.10.20,aespa,"에스파 윈터, ‘멋쁨’의 정석…가슴라인 절개 의상 독특 [DA★]",https://sports.donga.com/article/all/20241020/130251651/1
2024.10.20,aespa,에스파 지젤 ‘청순 눈빛이 반짝반짝’[포토엔HD],https://www.newsen.com/news_view.php?uid=202410201136473510
2024.10.20,LE SSERAFIM,르세라핌 홍은채 ‘양갈래 인형’[포토엔HD],https://www.newsen.com/news_view.php?uid=202410210147373510
2024.10.20,IVE,"아이브, 월드투어 마치고 금의환향→찜질방서 휴식",https://www.newsen.com/news_view.php?uid=202410201208331910
2024.10.20,IVE,"“닭 물놀이 시키냐” 정동원, 생닭과 사투 벌여 (‘시골간Z’)",https://isplus.com/article/view/isp202410200052
2024.10.20,NMIXX,"엔믹스, 많이 피곤할텐데... 밝게 미소 짓는 명불허전 천사 (입국)[뉴스...",https://www.newsen.com/news_view.php?uid=202410210103581310
2024.10.20,Kep1er,"케플러 최유진, 상냥하게 [포토엔HD]",https://www.newsen.com/news_view.php?uid=202410201444425510
2024.10.20,FIFTY FIFTY,새 피프티피프티 향한 해외 반응은…美투어 관심 '핫',https://news.jtbc.co.kr/article/article.aspx?news_id=NB12219630
2024.10.20,FIFTY FIFTY,"피프티피프티 예원, 청초하게 [포토엔HD]",https://www.newsen.com/news_view.php?uid=202410201202065510
2024.10.20,FIFTY FIFTY,"[사진]피프티피프티 아테나,'청초하게'",http://www.osen.co.kr/article/G1112440486
2024.10.20,FIFTY FIFTY,"[사진]피프티피프티 문샤넬,'청량하게'",http://www.osen.co.kr/article/G1112440488
2022.7.13,STAYC,"“바이든도, 트럼프도 싫어요” 美차기대선 4050 등판하나",http://www.munhwa.com/news/view.html?no=2022071301031309314001
2022.1.18,ITZY,스타 리액션·이미지도 ‘위조불가 한정판’ 됐다,http://www.munhwa.com/news/view.html?no=2022011801031339179001
2023.11.30,STAYC,[이원 기자의 Ent 프리즘] 민희진 사태·김호중 음주 뺑소니…가요계 잇...,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=1600&key=20240523.22014006301
2023.11.30,tripleS,"올해의 신인' 트리플에스, 블록체인으로 낳은 아이돌[K체인저스](20)",https://view.asiae.co.kr/article/2023113015282414476
2022.9.21,aespa,에버랜드서 NCT·에스파 만나요… SM과 체험공간 조성,http://www.fnnews.com/news/202209211759520049
2023.5.15,IVE,[어떤가요] 브루노 마스가 뉴진스 Hype boy를?…AI 커버곡 열풍,https://www.imaeil.com/page/view/2023051509072886146
2024.5.7,LE SSERAFIM,하이브-민희진 사태로 ‘멀티레이블’ 한계 드러났다,https://www.busan.com/view/busan/view.php?code=2024050710244741279
2023.3.21,NewJeans,"[어떤가요] ""류진숙이 부릅니다, 어마이 어마이~"", 뽕짝 뉴진스 이유있...",https://news.imaeil.com/page/view/2023032111473326430
2024.10.20,NewJeans,"뉴진스 하니, '국감' 용기냈는데…'SNL 패러디' 희화화 뭇매",https://www.hankyung.com/article/2024102061187
2024.10.10,NewJeans,‘뉴진스 무시’ 논란 국회서 재점화… 하니 “국정감사 나가겠다”,https://biz.chosun.com/topics/topics_social/2024/10/10/YP5LSUBHIJGCZP77S4TCXITTRI/?utm_source=naver&utm_medium=original&utm_campaign=biz
2024.10.7,NewJeans,"뉴진스에 아일릿 매니저 ""무시해"" 했나 안 했나…진실공방 계속",https://www.yna.co.kr/view/AKR20241007138200005?input=1195m
2024.10.7,NewJeans,따돌림' 논란 두고 뉴진스-빌리프랩 진실공방,https://www.ytn.co.kr/_ln/0106_202410072317047861
2024.10.7,NewJeans,"국회서도 뜨거운 감자…'안무 논란' 뉴진스 vs 아일릿 ""연내 가이드라인...",https://www.xportsnews.com/article/1913473
2024.10.7,NewJeans,"[단독] 뉴진스 어머니들, 하이브 CCTV 은폐 의혹 제기..""하니에게 '무시...",https://isplus.com/article/view/isp202410070015
2024.10.7,NewJeans,"""뉴진스 무시해"" 발언 진실공방…민희진VS빌리프랩 2차전 '활활' [종합]",https://www.xportsnews.com/article/1913529
2024.10.7,NewJeans,"하이브·SM·JYP·YG, 음반판매량 생태계 '왜곡' 지적에 ""책임감 느껴""",https://www.newsis.com/view/NISX20241007_0002911045
2024.10.7,NewJeans,하이브·SM·JYP·YG 국감 증인 출석…‘음반 밀어내기’ 지적에 책임감...,https://www.sportsworldi.com/newsView/20241007524286
2024.10.7,NewJeans,"[POP이슈]뉴진스-아일릿 안무 표절 논란, 문체부 국감서도 거론..""저작권...",http://biz.heraldcorp.com/view.php?ud=202410071513061343533_1
2024.10.9,NewJeans,"곽튜브·뉴진스 민지 제쳤다…""강형욱, 논란보다 더 욕먹어""",https://www.hankyung.com/article/2024100941377
2024.10.9,IVE,"K팝 아이돌 1순위, 방탄소년단(BTS) ""군백기도 없다""",http://www.queen.co.kr/news/articleView.html?idxno=419815
2024.10.12,tripleS,"[김도헌의 음감] QWER, 가짜의 어제와 진짜의 내일",http://www.dispatch.co.kr/2308168
2024.10.12,tripleS,"트리플에스 VV, 'Performante' 유닛 콘셉트 포토 속 유니크 무드",http://enter.etoday.co.kr/news/view/266286
2024.10.9,tripleS,"트리플에스 VV, 10곡 꽉 찬 'Performante' 트랙리스트 눈길",http://www.rpm9.com/news/article.html?id=20241009090002
2019.2.21,ITZY,"슈퍼인턴' ITZY(있지), 깜짝 등장..""우리도 컨설팅 해주길""",http://news1.kr/articles/?3554238
2019.2.21,ITZY,"쏘울 부스터, JYP 걸그룹 ITZY 뮤직비디오에 등장",http://www.joseilbo.com/news/news_read.php?uid=370994&class=80&grp=
2019.2.21,ITZY,"기아차, JYP 걸그룹 ITZY와 함께 `브랜드 마케팅`",http://news.mk.co.kr/newsRead.php?year=2019&no=105943
2019.2.21,ITZY,"ITZY, 데뷔 2주 만에 '엠카' 1위 '걸그룹 최초 기록' [종합]",http://www.mydaily.co.kr/new_yk/html/read.php?newsid=201902211926484436&ext=na
2019.3.18,ITZY,"ITZY '달라달라', 2월 K팝 팬들이 가장 많이 커버한 곡 1위",http://www.osen.co.kr/article/G1111101885
2019.3.21,ITZY,"[N화보] ITZY, 과즙미 팡팡 뷰티 화보 공개 '상큼'",http://news1.kr/articles/?3576490
2019.3.21,ITZY,"있지(ITZY) 채령, 웃는 모습이 사랑스러워 ""'달라달라'로 아홉번째 1위 ...",http://www.topstarnews.net/news/articleView.html?idxno=603530
2019.4.14,ITZY,뭔가 많이 있는 있지(ITZY)의 매력 포인트,http://www.allurekorea.com/?p=102122
2019.4.19,ITZY,"[N화보] ITZY, 청순+시크 담은 비주얼 '반전 매력'",http://news1.kr/articles/?3601212
2019.5.20,ITZY,"“있지(ITZY)→AB6IX 총출동”...‘KCON 2019 JAPAN’, 8만 8천 관객 환호",http://star.mk.co.kr/new/view.php?mc=ST&year=2019&no=329049
2019.5.20,ITZY,"있지(ITZY) 채령-유나-리아-예지-류진, 카리스마 넘치는 완전체 사진 ''...",http://www.topstarnews.net/news/articleView.html?idxno=627219
2019.6.18,ITZY,"김희철, 민경훈 걸그룹 댄스에 경악 “너 ITZY 춤도 췄어?”(문제아들)",http://star.mbn.co.kr/view.php?year=2019&no=430236&refer=portal
2019.6.21,ITZY,"ITZY(있지) 유나, 어느 사진이 맘에 드세요?",http://www.dt.co.kr/contents.html?article_no=2019062102109919807014&ref=naver
2019.7.19,ITZY,있지(ITZY) 유나 티저 `퍼펙트 비주얼`,http://star.mk.co.kr/new/view.php?mc=ST&year=2019&no=540120
2019.7.19,ITZY,"ITZY, 막내 유나 개인 티저 공개 ‘퍼펙트 비주얼’",http://news.wowtv.co.kr/NewsCenter/News/Read?articleId=A201907190077&t=NN
2019.7.20,ITZY,"컴백' ITZY 예지, 강렬한 카리스마 발산 '이 눈빛 시크해~'",https://www.ytn.co.kr/_sn/0117_201907201426009203
2019.7.21,ITZY,"ITZY 리아, 컴백 티저 공개…시크+러블리 동시에",http://news1.kr/articles/?3675532
2019.8.21,ITZY,[TD포토] ITZY(있지) 유나 '신나유~',http://tvdaily.co.kr/read.php3?aid=15663384841483010017
2019.8.21,ITZY,"ITZY, '두시탈출 컬투쇼' 출연...상큼 매력 예고",http://starin.edaily.co.kr/news/newspath.asp?newsid=01157846622589616
2019.8.21,ITZY,"ITZY·네이처·AB6IX·하성운, 셀럽티비 라이브쇼 전무후무 소통의 장",http://stoo.com/article.php?aid=57302256564
2019.8.21,ITZY,"[종합]'쇼챔피언' ITZY, 1위 ""믿지 고마워요"" ‥셀럽파이브·위키미키 컴...",http://biz.heraldcorp.com/view.php?ud=201908211917052517755_1
2019.8.21,ITZY,"컬투쇼' ITZY, 데뷔 그룹명 뜻은? ""여러분이 원하는 모든 걸 갖고 있지...",http://www.theceluv.com/article.php?aid=1566365384274590006
2019.9.18,ITZY,쇼챔피언' 가을맞이 특별 하이라이트 방송… NCT127부터 ITZY까지!,http://enews.imbc.com/News/RetrieveNewsInfo/266550
2019.9.19,ITZY,레드벨벳·트와이스에 청하·ITZY까지..'2019 AAA' 걸그룹 총출동 [공식],http://www.osen.co.kr/article/G1111225454
2019.9.21,ITZY,"있지(ITZY) 리아, 금수저 아이돌 다운 일상 화제…'어둠 속에도 빛나는...",http://www.topstarnews.net/news/articleView.html?idxno=672854
2019.10.19,ITZY,[TD포토] ITZY 있지 채령 '초싸이언~',http://tvdaily.co.kr/read.php3?aid=15714844561499640017
2019.10.21,ITZY,"ITZY ""케이팝 알리는 데 중요한 역할하는 그룹 되고파"" [화보]",http://www.xportsnews.com/?ac=article_view&entry_id=1185511
2019.10.21,ITZY,"ITZY 유나, 미모의 마법사 깜찍 변신[똑똑SNS]",http://sports.mk.co.kr/view.php?year=2019&no=855831
2019.11.19,ITZY,"파리 올 로케이션으로 진행된! ""Paris et ITZY""",http://www.insightkorea.co.kr//news/articleView.html?idxno=66168
2019.11.21,ITZY,"괴물 신인' ITZY, 'MMA 2019' 출격…화려한 라인업 합류",https://www.hankyung.com/entertainment/article/201911212300I
2019.11.21,ITZY,"괴물 신인' ITZY, ‘MMA 2019’ 출격…화려한 라인업 합류",http://news.wowtv.co.kr/NewsCenter/News/Read?articleId=A201911210042&t=NN
2019.12.20,ITZY,"ITZY 류진, 상냥한 인사~ [포토엔HD]",http://www.newsen.com/news_view.php?uid=201912200744285510
2019.12.20,ITZY,"ITZY 채령, 청량한 인사~ [포토엔HD]",http://www.newsen.com/news_view.php?uid=201912200825365510
2019.12.20,ITZY,"ITZY 유나, 귀엽게 인사~ [포토엔HD]",http://www.newsen.com/news_view.php?uid=201912200756595510
2019.12.21,ITZY,"ITZY 유나, 러블리한 바비인형~ [포토엔HD화보]",http://www.newsen.com/news_view.php?uid=201912211112095510
2019.12.21,ITZY,"미우새' 김희철X이수근, ITZY 멤버들과 뮤비 준비…박태환 ""수영이 생활...",http://www.cbci.co.kr/news/articleView.html?idxno=402226
2019.12.25,aespa,‘주사파 리더’ 출신 구해우 “한미동맹 금 간 게 아니라 빠개져”,http://shindonga.donga.com/3/all/13/1935161/1
2020.1.20,ITZY,ITZY(있지) L.A 공연 성료…美 투어 본격 개막,http://sports.donga.com/3/all/20200120/99315747/1
2020.1.20,ITZY,"ITZY, 로스앤젤레스 공연 성료…데뷔 첫 미주 투어 성공적 출발",http://news.wowtv.co.kr/NewsCenter/News/Read?articleId=A202001200139&t=NN
2020.1.21,ITZY,ITZY 첫 리얼리티..'파리에있지' 오늘(21일) 첫 공개,http://star.mt.co.kr/stview.php?no=2020012110262986341
2020.2.19,ITZY,"‘대세 걸그룹 출격’ ITZY, 3월 9일 새 앨범 'IT'z ME'로 컴백 확정",http://news.wowtv.co.kr/NewsCenter/News/Read?articleId=A202002190032&t=NN
2020.2.21,ITZY,"ITZY, 신곡 제목 'WANNABE' 3연속 히트 정조준",http://star.mt.co.kr/stview.php?no=2020022108003454933
2020.2.21,ITZY,"‘3월 9일 컴백’ ITZY, 신곡 제목 'WANNABE'…3연속 히트 예감",http://news.wowtv.co.kr/NewsCenter/News/Read?articleId=A202002210039&t=NN
2020.3.20,ITZY,"ITZY, 신보 '있지 미'로 美 빌보드 '월드 앨범 차트' 5위",https://www.news1.kr/articles/?3880366
2020.3.20,ITZY,"ITZY 'WANNABE', ‘엠카’ 1위 등극…트로피 사냥 시동",https://sports.donga.com/article/all/20200320/100249357/1
2020.3.21,ITZY,"음악중심' 방탄소년단 vs ITZY vs 지코,1위 대결",https://tenasia.hankyung.com/tv/article/2020032199084
2020.3.21,ITZY,"[창간가요특집④] ITZY·TXT·에이티즈, 핫루키 톱3",http://sports.chosun.com/news/ntype.htm?id=202003210100164070010252&servicedate=20200320
2020.4.17,ITZY,"ITZY(있지) 리아 ""마지막은 소중한 내 사랑♥""",http://www.siminilbo.co.kr/news/newsview.php?ncode=1065605511917907
2020.4.17,ITZY,"""5인5색 매력 대방출""…'대세' ITZY, '아이돌리그2'서 매력발산",http://www.spotvnews.co.kr/?mod=news&act=articleView&idxno=353187
2020.4.21,ITZY,"“뉴이스트, ITZY에 러브콜…” 이영자·김숙, '아이돌+먹방' 힐링 방송...",http://www.wikitree.co.kr/articles/525537
2020.4.22,ITZY,"ITZY 류진 vs AOA 찬미, 허벅지 씨름 승자는?",http://star.mt.co.kr/stview.php?no=2020042214151663874
2020.4.23,ITZY,"얼굴 막쓰는 ITZY(있지) 유나, 유나티콘 6종 세트 공개",http://news.kmib.co.kr/article/view.asp?arcid=0014509675&code=61181111&cp=nv
2020.5.6,ITZY,걸그룹 맛집 JYP의 막내 걸그룹 'ITZY' [혼족의제왕:덕력을 보여주마],http://www.dailypop.kr/news/articleView.html?idxno=44754
2020.5.21,ITZY,"있지(ITZY) 채령, 브이앱 중 아이즈원 채연 언급 ""언니는 어릴때 많이 찡...",http://www.topstarnews.net/news/articleView.html?idxno=787661
2020.6.16,ITZY,"있지(ITZY) ""데뷔+음방 최단기간 1위 뿌듯""(화보)",http://star.mk.co.kr/new/view.php?mc=ST&year=2020&no=616335
2020.6.20,ITZY,"ITZY, ‘달라달라’ MV 2억뷰 돌파 [공식]",https://sports.donga.com/article/all/20200620/101607247/1
2020.6.21,ITZY,"ITZY(있지) 데뷔곡 ‘달라달라’ 뮤비, 유튜브 조회 수 2억 돌파",http://sports.khan.co.kr/news/sk_index.html?art_id=202006211041003&sec_id=540101&pt=nv
2020.6.21,ITZY,[O! SPORTS]'키움에는 내가 ITZY' 치어리더 이엄지 'WANNABE' 무대 직캠,http://www.osen.co.kr/article/G1111379222
2020.7.13,ITZY,"제2의 BT21 탄생할까? ITZY, 라인프렌즈 캐릭터 개발 진행",http://digitalchosun.dizzo.com/site/data/html_dir/2020/07/13/2020071380123.html
2020.7.21,ITZY,"현대오일뱅크 글로벌 마케팅, '드콘'에 '있지(ITZY)'?!",http://www.m-i.kr/news/articleView.html?idxno=731225
2020.7.21,ITZY,"EXO-SC→ITZY까지 총출동 '드림콘서트', 세계최초 EX-3D Sound 시도",http://hobbyen.co.kr/news/newsview.php?ncode=1065569752734837
2020.8.21,ITZY,"[DA:차트] ITZY ‘Not Shy’, 5일째 정상…시원한 매력 연습 영상",https://sports.donga.com/article/all/20200821/102583848/1
2020.8.21,ITZY,"ITZY, 'Not Shy' 공개 5일째 차트 수성…시원시원한 매력 뽐낸 연습 영상...",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202008210084&t=NN
2020.8.21,ITZY,뮤직뱅크' 있지(ITZY)가 그린 사랑이야기··'Not Shy'한 당당한 컴백,http://biz.heraldcorp.com/view.php?ud=202008211647034868089_1
2020.9.14,ITZY,"ITZY, 'Not Shy' 활동 마침표…다섯 멤버가 증명한 팀의 이름값",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202009140291&t=NN
2020.9.17,ITZY,"엠카' ITZY, 출연 없이 유아 제치고 1위",https://hankookilbo.com/News/Read/A2020091720090002022?did=NA
2020.9.17,ITZY,"엠카' ITZY(있지), 'NOT SHY'로 브레이크無 쾌속질주→음방 트로피 '독주...",http://www.osen.co.kr/article/G1111436455
2020.9.18,ITZY,"ITZY, 'Not Shy' 활동 종료 후에도 음악 방송 1위",https://sports.donga.com/article/all/20200918/102994044/1
2020.9.18,ITZY,"ITZY, ‘Not Shy’ 활동 종료 후에도 음악방송 1위 등극…미국 빌보드 2개...",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202009180039&t=NN
2020.10.11,ITZY,"ITZY 예지, 걸크러쉬 벗고 청순",https://hankookilbo.com/News/Read/A2020101122000001786?did=NA
2020.10.12,ITZY,"[S포토] ITZY, '완벽' (INK 콘서트)",http://www.stardailynews.co.kr/news/articleView.html?idxno=282769
2020.10.15,ITZY,2020 AAA' 마마무·NCT·ITZY·트레저·강다니엘·송가인 합류[공식],http://star.mt.co.kr/stview.php?no=2020101509213018000
2020.10.15,ITZY,"ITZY 유나, 팬 위한 셀카 ""믿지가 생각나서""",https://hankookilbo.com/News/Read/A2020101500540002062?did=NA
2020.10.28,aespa,"‘에스파’ 카리나=유지민, 악성 루머 반대 주장 “모두에게 친절해”",https://www.etoday.co.kr/news/view/1956086
2020.10.30,STAYC,"美 전국 1위 과학고 입학전형 논란‥""인종 다양화해야""",http://news.ebs.co.kr/ebsnews/allView/20390162/N
2020.11.3,STAYC,"‘여성 편력’ 긱스, 이번엔 여친 폭행으로 구설수",http://sports.khan.co.kr/news/sk_index.html?art_id=202011031727003&sec_id=520401&pt=nv
2020.11.13,ITZY,ITZY “무대 오르기 전 긴장감도 에너지로 발산”[스타화보],https://www.newsen.com/news_view.php?uid=202011131014510310
2020.11.16,STAYC,"표절 논란' 스테이씨 MV 제작업체 ""부끄럽고 참담""",http://www.newsis.com/view/?id=NISX20201116_0001235973&cID=10601&pID=10600
2020.11.16,STAYC,"스테이씨 뮤비 제작사 ""표절 논란 참담, 철저한 사전조사 못해 죄송 (전...",http://www.xportsnews.com/?ac=article_view&entry_id=1352779
2020.11.16,ITZY,온:한류축제' 16일 개막…슈퍼엠·오마이걸·ITZY 등 공연,http://www.enewstoday.co.kr/news/articleView.html?idxno=1428474
2020.11.17,STAYC,"스테이씨 뮤비 표절 논란..업체 사과 ""피해갈 수 없다""[전문]",http://star.mt.co.kr/stview.php?no=2020111707195151766
2020.11.17,STAYC,"스테이씨 ‘SO BAD’ 뮤비 제작사, 표절 논란 사과 “부끄럽고 참담”(전...",http://mksports.co.kr/view/2020/1179480/
2020.11.17,STAYC,"스테이씨 '소 배드' 뮤비, 세트 일부 표절 논란에 제작사 ""부끄럽고 참담...",https://www.news1.kr/articles/?4120890
2020.11.18,aespa,"에스파 지젤, 양아치 과거 폭로글 주인공 논란.. 블랙맘바 뮤비 표절 파...",http://kpenews.com/View.aspx?No=1338965
2020.11.19,ITZY,[포토] 남도현 'ITZY 고마워요’,http://isplus.live.joins.com/news/article/article.asp?total_id=23924765
2020.11.20,ITZY,"""태어나줘서 고마워""…ITZY 유나, 생일 프로젝트 오픈",http://news.tf.co.kr/stars/read/starwars/1825870.htm
2020.11.20,aespa,에스파 첫 무대 어땠나…'뮤직뱅크' 접수 완료,https://www.hankyung.com/entertainment/article/202011203269H
2020.11.20,aespa,"뮤뱅' 방탄소년단, 새 앨범 컴백 '다이너마이트' 또 1위..에스파 뜨거운...",http://www.osen.co.kr/article/G1111477338
2020.11.20,aespa,[크랩] 신인 걸그룹 에스파…왜 ‘아바타’가 논란일까?,http://news.kbs.co.kr/news/view.do?ncd=5053250&ref=A
2020.11.21,STAYC,"`쇼! 음악중심` 스테이씨, 청순+상큼+카리스마로 무대 장악 ‘SO BAD’",http://star.mk.co.kr/new/view.php?mc=ST&year=2020&no=1199621
2020.11.21,STAYC,"`음악중심` 스테이씨, 노련한 무대 매너로 시선 집중",http://mksports.co.kr/view/2020/1199736/
2020.11.23,STAYC,아이돌 뮤비 잇단 표절 논란...저작권 침해일까?,"http://www.edaily.co.kr/news/newspath.asp?newsid=01266086625968672&snapkey=50625,리그오브레전드,저작권,#저작권법,#표절,아이돌그룹,걸그룹,SM엔터테인먼트,에스파,KDA,BlackMamba,POP/STARS,미드나잇스카이,스테이씨,저작권침해,JYP엔터테인먼트,마일리사이러스,SOBAD,LOL,티저영상,블랙맘바"
